Date,Filename,Batch Index,Was health discussed at any point during this transcript?,People that participated in discussions about health,Were there discussions about health data or health information systems at any point during this transcript?,Summary of discussions about health data or health information systems,What challenges did the discussions around health data or health information systems identify?,What recommendations were discussed to improve health service delivery?,What decisions or resolutions or policies or laws were made regarding financing the health sector?,What evidence was used to inform any decisions or recommendations or resolutions or policies or laws?,"What health information was requested or demanded, and who was it requested from?"
2019-10-08,87th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-08,88th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-08,88th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-10-09,89th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-09,89th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-10-09,89th-Sitting-of-2019,2,No,"",No,"","","","","",""
2019-10-09,90th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-15,91st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-15,92nd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-16,93rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-16,94th-Sitting-of-2019,0,Yes,"Kibwana Swaleh, Amriya Juma Boy, Fadhili Makarani, Milka Moraa Ngare, Shebe Athuman",No,"","The challenges identified include issues with provisions in the Draft Punguza Mzigo (Constitution of Kenya Amendments) Bill, 2019 such as amendments related to leadership and integrity, prosecution of corruption cases, amendment of Articles affecting gender representation, and the removal of the position of Deputy Governor.","","","The discussion was based on the analysis of the Draft Punguza Mzigo (Constitution of Kenya Amendments) Bill, 2019, and its potential impact on governance and gender representation in Kenya.",""
2019-10-16,94th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-10-16,94th-Sitting-of-2019,2,No,"",No,"","","","","",""
2019-10-29,95th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-29,96th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-30,97th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-10-30,98th-Sitting-of-2019,0,Yes,"Ali Shomari, Tobias Samba, Murfad Amur, Shebe Athman",No,"","",Install mobile container clinics in Magogoni Ward,"","",Information on the installation of mobile container clinics in Magogoni Ward
2019-11-05,100th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-11-05,99th-Sitting-of-2019,0,Yes,"Hon. Charles Kitula, Hon. Mohamed Hatimy, Hon. Ngare, Hon. Bwire, Hon. Milka, Hon. Tobias Samba",No,"",Lack of well-established calendar for rotation of County earthmoving equipments and electricians,"Establish a well-scheduled calendar for rotating earthmoving equipments and electricians weekly in each Sub-County, provide total number of manpower on the ground and contact details of team leaders, ensure written prior communication in case of mechanical failure or other reasons","Resolution for County government to rotate earthmoving equipments and electricians in each Sub-County, provide manpower details, and have written communication in case of issues",N/A,N/A
2019-11-06,101st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-11-12,103rd-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Hamisi Musa Mwidani",No,"","","","","",Report on the Committee on Health investigating Muguka menace in Mombasa County
2019-11-12,105th-Sitting-of-2019,0,Yes,"Kibwana Swaleh Baya, Ali Shomari, Amur Murfad",No,"",No challenges identified,Pushing the Executive for response,"","",Response from Department of Health Service
2019-11-19,108th-Sitting-of-2019,0,Yes,Hon. Hamida Noor,No,"","","The Department of Health Services to ensure proper knowledge, awareness, analysis, and actions are in place. Support children with Autism Spectrum Disorder (ASD) in terms of Education, rehabilitation, and empowerment of qualified personnel and special schools for them.","",WHO estimates,Health data on Autism Spectrum Disorder (ASD)
2019-11-20,110th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Hatimy Mohamed, Hon. Athmani Mwamwiri, Hon. Raphael Bwire, Hon. Tobias Samba, Hon. Mohamed Hatimy, Hon. Athmani Shebe",No,"","","","","",""
2019-11-20,110th-Sitting-of-2019,1,Yes,"Hon. Kibwana Swaleh, Hon. Athmani Mwamwiri, Hon. Raphael Bwire, Hon. Mohamed Hatimy, Hon. Tobias Samba",No,"","","","","",No specific health information was requested.
2019-11-26,111th-Sitting-of-2019,0,Yes,Kibwana Swaleh,No,"","","","","",""
2019-11-26,112th-Sitting-of-2019,0,Yes,"Hon. Mwalimu Mgwisho, Hon. Fatuma Mote, Hon. Charles Kitula, Hon. Kibwana Swaleh, Hon. Ibrahim, Hon. Nyiro",No,"",Lack of funding for opening a health center,To open a health center with proper equipment and medication,Decision to open the Shika Adabu Health Center by the Governor,The readiness of the Shika Adabu Health Center,""
2019-11-27,113th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, The Speaker (Hon. Khatri)",No,"","",Allowing the Committee to continue meetings during recess to work on petitions,"","",""
2019-11-27,114th-Sitting-of-2019,0,Yes,"Hon. Charles Kitula, Hon. Kibwana Swaleh, Hon. Ahmed Salama, Hon. Hamisi Musa Mwidani, Hon. Prischillah Mumba, Hon. Thoya, Hon. Mwalimu Mgwisho",No,"","","","","",""
2019-12-03,115th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-12-03,116th-Sitting-of-2019,0,No,"",Yes,Discussions were held regarding the construction of shop outlets in VOK area in Mombasa.,The legality of a structure standing on Plot No. IMN/11175 was questioned due to lack of immediate approval evidence.,Recommendations were made based on the inspection findings to address any legal issues related to the construction of shop outlets.,"","The Committee received a letter contesting the suitability of a County Secretary nominee, but no evidence was provided to support the claims.",""
2019-12-03,116th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-12-04,117th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Hamisi Musa, Hon. Murfad Amur, Hon. Shebe Athuman, Hon. Nyiro, Hon. Kibwana Swaleh, Hon. Bwire, Hon. Athman Mwamwiri, Hon. Moham ed Hatimy, Hon. Nzai, Hon. Samba",No,"",N/A,N/A,N/A,N/A,N/A
2019-12-04,118th-Sitting-of-2019,0,Yes,"Chairperson Committee on Health Services, Hon. Kibwana Swaleh",No,"",The electronic version of the Official Hansard Report is for information purposes only. A certified version of this Report can be obtained from the Hansard Editor.,"Ensure fees, charges, levy, and penalties for the Mombasa County Department of Health Services for the year 2018-2019 remain valid until amended.","Fees, charges, levy, and penalties for the Mombasa County Department of Health Services for the year 2018-2019 shall be valid and continue until otherwise amended.","",No evidence requested
2019-12-04,118th-Sitting-of-2019,1,Yes,"Chairperson Committee on Health Services, Hon. Kibwana Swaleh",No,"","The concern raised about the payment methods for county services, stating that certain methods may lead to loss of money and corruption.","The recommendation to continue applying the fees, charges, levy, and penalties for the Mombasa County Department of Health Services from the year 2018-2019 until further amendments are made.","Amendment made to Clause 15 of the Bill to continue using the fees, charges, levy, and penalties for the Department of Health Services from 2018-2019.","",""
2020-02-18,1st-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-02-18,1st-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-02-18,2nd-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-02-19,3rd-Sitting-of-2020,0,Yes,Hon. Members,No,"","","","","",""
2020-02-25,5th-Sitting-of-2020,0,Yes,"Hon. Kibwana, Hon. Nzai, Hon. Samba, Hon. Fadhili, Hon. Tobias",No,"","Misdirected letter, slow redirection","","","",Health officers' transfer specifics from Chief Officer Public Health Services
2020-02-26,8th-Sitting-of-2020-1,0,Yes,"Hon. Hamida Noor, Hon. Nzai, Hon. Milka, Hon. Feddis Mbura, Hon. Kibwana Baya, Hon. Kibwana Swaleh",No,"","",Fast track implementation of Motion on Autism Spectrum Disorder (ASD) recognition in Mombasa County,"","Motion passed during the 109th sitting on Wednesday, 20th November, 2019","Statement on the status of implementation of Motion on Autism Spectrum Disorder (ASD) in Mombasa County, operationalization/official opening of Marimani Health Centre in Mwakirunge Ward"
2020-03-03,10th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-03-04,11th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-03-04,11th-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-03-04,12th-Sitting-of-2020,0,Yes,"Chairperson Committee on Health Services Hon. Kibwana Swaleh, Hon. Ngare",No,"","","","","",""
2020-03-04,12th-Sitting-of-2020,1,Yes,"KIBWANA SWALEH, IBRAHIM OMONDI, RENSON THOYA",No,"",Residents of the county concerned about the Corona virus outbreak,"","",Concerns and reports of a suspected case of Corona virus,""
2020-03-10,13th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-03-10,14th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-03-11,15th-Sitting-of-2020,0,Yes,"Hon. Aharub Ebrahim Khatri, Hon. Hassan Ali Joho",No,"","",Enhanced funding to County government for comprehensive care,"",Cancer screening center at Coast Provincial General Hospital,None
2020-03-11,16th-Sitting-of-2020-1,0,No,"",No,"","","","","",""
2020-03-11,16th-Sitting-of-2020-1,1,Yes,"Hon. Aran Moses, Hon. Fadhili Mwalimu, Hon. Chief Whip, Hon. Ramla Said, Hon. Nyiro, Hon. Milka, Hon. Nzai, Hon. Renson Thoya, Hon. Mary Onsongo, Hon. Prischilla",No,"",N/A,N/A,N/A,N/A,N/A
2020-03-11,16th-Sitting-of-2020-1,2,No,"",No,"","","","","",""
2020-03-17,17th-Sitting-of-2020-1,0,Yes,Hon. Members,No,"","Lack of awareness in villages, language barriers, hospital bills for recovered patients","Provide financial assistance for recovered patients, decongest hospitals, expedite burial processes for deceased individuals",Adjournment of the County Assembly due to COVID-19 pandemic,"COVID-19 spread statistics, challenges in hospitals, burial traditions",""
2020-03-17,17th-Sitting-of-2020-1,1,Yes,"Hon. Mwidani, Hon. Samba, Hon. Nzai, Hon. Fadhili Makarani, Hon. Milka Moraa, Hon. Ibrahim, Hon. Murfad Amur, Hon. Mwaega Nyiro",No,"","Lack of awareness in villages, language barrier, payment of hospital bills, decongesting hospitals, burial preparations","Extend financial assistance to patients unable to pay bills, decongest hospitals by assisting recovered patients to quarantine at home, provide directives for immediate burials at home to reduce gatherings","Adjournment of the County Assembly due to COVID-19, prayer for God's help to overcome the pandemic","COVID-19 pandemic, global COVID-19 statistics, challenges faced by other countries, need for awareness in villages, hospital situations, and burial practices",""
2020-05-05,18th-Sitting-of-2020,0,Yes,"Hon. Mohamed Hatimy, Hon. Athman Mwamwiri, Hon. Hamisi Mwidani, Hon. Murfad Amur, Hon. Nzai, Hon. Juni or Wambua, Hon. Charles Kitula, Hon. Junior Wambua, Hon. Nyiro, Hon. Mwidani, Hon. Fadhili Mwalimu, Hon. Ahmed Nyundo",No,"",The challenges of allocating and using the budget amidst uncertainties and the impact of the COVID-19 pandemic were discussed.,The need for careful budget planning and utilization in light of the uncertainties caused by the COVID-19 pandemic was emphasized.,"Decision to amend the budget for the services ending on June 30, 2020, was made.",Budget projections and considerations for the impact of the pandemic were used to inform decisions.,""
2020-05-06,19th-sitting-of-2020,0,No,"",No,"","","","","",""
2020-06-23,21st-sitting-of-2020,0,No,"",No,"","","","","",""
2020-06-29,22nd-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-06-29,23rd-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-06-29,23rd-Sitting-of-2020-1,0,No,"",No,"","","","","",""
2020-06-29,23rd-Sitting-of-2020-1,1,No,"",No,"","","","","",""
2020-06-29,23rd-Sitting-of-2020-1,2,No,"",No,"","","","","",""
2020-06-30,24th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-06-30,24th-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-06-30,24th-Sitting-of-2020,2,No,"",No,"","","","","",""
2020-06-30,25th-Sitting-of-2020,0,Yes,"Hon. Mohamed Hatimy, Hon. Charles Kitula",No,"",No challenges identified,No recommendations mentioned,Decisions were made regarding donor funds allocation in the Health Services sector,Budget estimates and donor funds allocation,""
2020-06-30,25th-Sitting-of-2020,1,Yes,"Hon. Mohamed Hatimy, Hon. Charles Juma Kitula",No,"","","Approval of an addition of Kshs. 250Million to the County Assembly Program Based development Budget (PBB) to finance the Speaker’s residence, renovation of the Mombasa County Assembly Buildings, and offices for Members of the County Assembly. Additionally, Kshs. 50Million for the Program Based Development Budget 2020/2021 to finance car and mortgage loans.","","",""
2020-07-01,26th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-07-01,27th-Sitting-of-2020,0,Yes,"Hon. Amriya Juma, Hon. Charles Kitula, Hon. Raphael Bwire, Hon. Thoya, Hon. Hamida, Hon. Nyiro, Hon. Milka, Hon. Mwamwiri, Hon. Aran, Hon. Naliaka, Hon. Ngare, Hon. Bwire, Clerk",No,"","The rise in teenage pregnancies, impact on girls' education, parents' responsibilities","Roles of teachers, parents, and government in educating and protecting girls, need for sex education in schools",Committees tasked to provide a comprehensive report for debate,"Media reports, personal anecdotes shared by Members",""
2020-07-03,28th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-07-03,28th-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-08-25,33rd-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-08-25,34th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-08-26,35th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-08-26,35th-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-08-26,36th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-08-26,36th-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-09-22,42nd-Sitting-of-2020,0,Yes,Hon. Hassan Ali Joho,No,"",Scarce resources and desire to deliver better County services,"Investment in data and informatics for change and transformation, ensuring access to goods and services for all citizens",N/A,Kenya National Bureau of Statistics (KNBS) census Report,N/A
2020-09-22,42nd-Sitting-of-2020,1,Yes,Hon. Hassan Ali Joho,No,"","Scarcity of resources, desire to deliver better County services","Investment in data and informatics to drive change and transformation, provide access to goods and services as envisaged in the Constitution",No decisions made regarding financing the health sector,"Population statistics globally, data from Kenya National Bureau of Statistics (KNBS) census Report",""
2020-09-23,44th-Sitting-of-2020,0,Yes,"Hon. Bwire, Hon. Kibwana Swaleh, Hon. Ngare, Hon. Tobias Samba",No,"","Citizens seeking opportunities in foreign countries, exploitation and abuse in foreign job recruitments, vulnerabilities of job seekers going abroad through illegal means","Enhancing sensitization on human trafficking and labor malpractices, vocational training for job seekers, legislation for safe return of job seekers, enhancements in policy and legal framework","","Media reports of abuse and killings of employees abroad, efforts by the County government of Mombasa, partnership with national and international organizations, software system for tracking and offering services to workers abroad, formation of Task Force by Ministry of Labour",""
2020-09-29,46th-Sitting-of-2020,0,Yes,"Hon. Hamisi Musa Mwidani, Hon. Kizito Opeya, Hon. Milka Moraa, Hon. Ngare, Hon. Salim Maimuna, Hon. Ogutu, Hon. Osongo, Hon. Leila, Hon. Rosemary Mukavi, Hon. Nzai, Hon. Mwalimu Mgwisho, Hon. Thoya",No,"","Water access and quality issues, Illegal water connections","Encouraging citizens to observe the law regarding water access, Implementing education programs to address illegal water connections","","Speeches and reports regarding health interventions, Covid-19 response, education programs, and economic recovery",""
2020-09-30,48th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-10-06,50th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-10-07,52nd-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-10-07,52nd-Sitting-of-2020,1,No,"",No,"","","","","",""
2020-10-13,54th-Sitting-of-2020,0,No,"",No,"","","","","",""
2020-10-14,56th-Sitting-of-2020,0,Yes,"Hon. Hamida Noor, Hon. Tobias Samba, Hon. Kizito Opeya, Hon. Mwaka Mwaludonda, Hon. Benard Ogutu, Hon. Tobias Samba, Hon. Leila, Hon. Aran Moses, Hon. Athmani Shebe",No,"",The department's main challenge has been finances to fund the proposed project.,Provide budgetary support from the County to fund the project and serve the residents of Mwagosi in Changamwe.,Solution made to put up four water lines funded by Constituency Development Fund (CDF) office at Bokole to Mwagosi village.,Document from the Chief Officer Department of Water was used as evidence.,No specific health information requested from anyone.
2021-01-22,First-Special-Sitting-2021,0,No,"",No,"","","","","",""
2021-01-26,Second-Special-Sitting-2021,0,No,"",Yes,"Discussions on the Mombasa County Finance Bill, 2020","Limited public input for the Mombasa County Finance Bill, concerns about weak enforcement measures, high fees, charges, and tariffs impacting traders and consumers, and the impact of COVID-19 restrictions on bill processing","Utilize a variety of tools and methods to collect more revenue, including tax discounts, waivers, amnesties, and public sensitization on tax compliance","Approval of proposed amendments to the Mombasa County Finance Bill, 2020","Public participation in policy-making and legislation, National County Public Participation guidelines, local Act of the Assembly on Public Participation, limited public input, concerns from Members of the County Assembly",""
2021-01-26,Second-Special-Sitting-2021,1,No,"",No,"","","","","",""
2021-02-09,1st-sitting-of-2021,0,Yes,Hon. Members,No,"",COVID-19 guidelines adherence,"Ensure safe environment, prioritize legislative roles",Reconstitution of Committees,Ministry of Health guidelines,""
2021-02-10,3rd-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-02-16,5th-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-02-16,6th-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-06-29,65th-Sitting-of-2021,0,Yes,"Faith Mwende, Hamisi Musa Mwidani, Fadhili Mwalimu, Charles Kitula, Mwaka Zahoro, Moses Aran, Shebe Athman, Junior Wambua",No,"",N/A,"Engage with NACADA in developing programs and policies for awareness, treatment, and rehabilitation of persons with Substance Use Disorders. Initiate plans for establishing an affordable rehabilitation and rescue center with qualified personnel for medical care.","","",""
2021-08-04,81st-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-08-04,81st-Sitting-of-2021,1,No,"",No,"","","","","",""
2021-08-17,83rd-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-10-19,111th-Sitting-of-2021-1,0,Yes,"Salim Kalume, Hamida, Murfadh Amur, Kibwana Swaleh Baya, Mwalimu Mgwisho",No,"","","","","",""
2021-10-26,112th-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-10-26,113th-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-10-27,115th-Sitting-of-2021,0,Yes,"Faith Mwende, Kitula, Musa Mwidani, Salim Kalume, Kibwana Swaleh, Murfad Amur",No,"","","","",Letters and responses mentioned during the discussions,Funds request from Department of Health to Department of Finance
2021-11-03,116th-Sitting-of-2021,0,Yes,Honourable Hamisi Musa Mwidani,No,"","",Provide comprehensive medical insurance cover for County Executive Management and employees,"Authorization of Ksh.170,239,210 loan for comprehensive medical insurance cover for the County Executive","Constitution of Kenya, 2010, Public Finance Management Act, 2012",""
2021-11-03,119th-Sitting-of-2021,0,No,"",No,"","","","","",""
2021-11-24,121st-Sitting-of-2021,0,No,"",No,"","","","","",""
2022-02-08,1st-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-02-09,4th-Sitting-of-2022,0,Yes,"Honourable Mwende, Hon. Omondi, Hon. Ibrahim, Hon. Thoya, Honourable Athumani Mwamwiri",No,"","Delayed response from the Department concerned, delayed remittance of finances from the national government, shortage of fuel supply, breakdown of machinery","Summon the concerned CECM to explain delays, provide consistent fuel supply, ensure timely maintenance of trucks and machinery","",Statement by Hon. Mwende on lack of response from the Department concerned,""
2022-02-15,5th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-02-15,6th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-02-16,8th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-03-15,22nd-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-03-22,26th-Sitting-of-2022,0,Yes,Dr. Ezekiel,No,"",N/A,N/A,N/A,N/A,N/A
2022-03-23,27th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-03-29,29th-Sitting-of-2022,0,No,"",Yes,Discussions were held regarding the status of boats donated by Jomvu Beach Management Unit and the County government's role in overseeing the use of the boats.,Concerns raised about boats donated by the County government being operated in Kilifi County without proper agreements or oversight.,"","","",Information on the financial status and transactions related to the boats donated by the County government was requested.
2022-03-30,30th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-07-13,69th-Sitting-of-2021,0,No,"",No,"","","","","",""
2022-07-13,69th-Sitting-of-2021,1,No,"",No,"","","","","",""
2022-10-24,Official-inauguration-of-County-Assembly-of-Mombasa,0,No,"",No,"","","","","",""
2022-11-09,11th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-11-09,11th-Sitting-of-2022,1,No,"",No,"","","","","",""
2022-11-09,7th-Sitting-of-2022,0,Yes,"Honourable Bernard Ogutu, Hon. Abdirahman Abdulkadir, Hon. Hassan Mohamed, Hon. Katana, Hon. Pamela Arwa, Hon. Orwa Ojala, Hon. Swaleh Kibwana",Yes,"Discussions about Ward Development Fund, health task force, and addressing health challenges within the county. Mention of the importance of revenue collection and employment opportunities for the youth.","Issues of development in certain wards, lack of progress in healthcare services, and concerns about child health services and education funding.","Establishment of a health task force, improvement of healthcare services in underdeveloped wards, and addressing revenue collection challenges.","",Anecdotal evidence and observations about the current state of health services in the county,""
2022-11-09,7th-Sitting-of-2022,1,Yes,"Hon. Ogutu, Hon. Abdulrahman Abdulkadir, Hon. Hassan Mohamed, Hon. Katana, Hon. Ojala, Hon. Kibwana Swaleh",No,"","Lack of development in certain wards, poor working conditions for environmental workers, issues in the health sector leading to child mortality, concerns about education and higher education loan board removal","Implementation of Ward Development Funds, improvement in environmental workers' conditions, establishment of task force for health issues",None,"Cases of child mortality due to negligence, challenges in the education sector",""
2022-11-09,7th-Sitting-of-2022,2,Yes,"Hon. Ogutu, Hon. Abdirahman Abdulkad",No,"","Lack of development in certain wards, poor working conditions for environmental workers, issues in the health department such as charging fees for children under five years old","Implementation of Ward Development Fund, empowerment of environmental workers, creation of a health task force, adoption of strict measures for child healthcare fees","","Cases of child deaths due to negligence, challenges faced by environmental workers, lack of development in specific wards",""
2022-11-15,10th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-11-15,9th-Sitting-of-2022,0,Yes,"Hon. Amriya Juma, Hon. Athman Rama Mwamwiri, Hon. Fadhili Makarani, Hon. Milka Moraa, Hon. Rama Athman, Hon. Juma Manuari, Hon. Hamisi Mbaya, Hon. Juma Kambi, Hon. Mulu Mwakamuludonda, Hon. Munee Allen Katana, Hon. Ahmed Khamis, Hon. Leila, Hon. Chief Whip (Hon. Mumba)",No,"","Lack of coordination between various actors in the development arena leading to duplication, waste of resources, and stalling of projects.","1. County government to provide strategic coordination leadership solutions and development at the Ward level aligned to section 106 of the County Government Act, 2012. 2. County government to facilitate Ward-level concrete action between County Government, international organizations, civil society, and the private sector to achieve sustainable development.","Approval of the Mombasa County Assembly Calendar, 2022","Section 106 of the County Government Act, 2012, and discussions around the Mombasa County Ward Development Coordination Framework.",""
2022-11-15,9th-Sitting-of-2022,1,No,"",No,"","","","","",""
2022-11-23,16th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-11-23,16th-Sitting-of-2022,1,No,"",No,"","",Implementing a garbage bin system and collecting garbage at night by county staff,"","Mombasa County Solid Waste Management Act, 2021",""
2022-11-29,17th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-11-29,17th-Sitting-of-2022,1,No,"",No,"","","","","",""
2022-11-29,17th-Sitting-of-2022,2,No,"",No,"","","","","",""
2022-11-29,18th-Sitting-of-2022,0,Yes,"Juma Manuari, Maimuna Mwawa si, Hamisi Salim, Patrick, Fatuma Swaleh, Juma Mwalimu, Mwaura, Makanga, Mwamwiri",No,"","","","","",""
2022-11-29,18th-Sitting-of-2022,1,Yes,"Hon. Hamisi Salim Mbaya, Hon. Fatuma Swaleh, Hon. Juma Mwalimu, Hon. Mwaura, Hon. Makanga, Hon. Osano, Hon. Mwamwiri, Majority Leader",No,"",Lack of health facilities in certain wards,Request for equitable development fund to improve health services,Resolution to petition the National Assembly on County Wards Equitable Fund,"",""
2022-11-30,19th-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-11-30,20th-Sitting-of-2022-Third-Assembly,0,No,"",No,"","","","","",""
2022-11-30,20th-Sitting-of-2022-Third-Assembly,1,No,"",No,"","","","","",""
2022-12-06,21st-Sitting-of-2022,0,No,"",No,"","","","","",""
2022-12-07,24th-Sitting-of-2022,0,Yes,"Bernard Ogutu, Fatma Swaleh",No,"","","","","",""
2022-12-07,24th-Sitting-of-2022,1,No,"",No,"","","","","",""
2023-01-26,Fourth-Special-Sitting-January-2023,0,No,"",No,"","","","","",""
2023-01-26,Fourth-Special-Sitting-January-2023,1,No,"",No,"","","","","",""
2023-01-26,Fourth-Special-Sitting-January-2023,2,No,"",No,"","","","","",""
2023-02-07,2nd-Sitting-of-2023,0,Yes,"Rukia Tela, Mwanasiti Salim, Sumeiyah Nassir Muhammad, Zainab Mohammed, Mariam Moroni, Mwanaisha Moroni, Brenda Joshua, Esha Shungu, Mishi Ali, Zubeda Ramadhan, Fatma Abdalla, Swamrath Bocha, Mariam Nyawa, Victor Ogambi, Emmanuel Mwinga, Muhammed Mwamdime, Maryam Baimu, Fatuma Swaleh, Mwamwiri",Yes,Taskforce Report on Mombasa County Healthcare System,"Lack of proper preventive strategies for lifestyle diseases such as cancer, diabetes, and hypertension","1. Establish a regular annual program for screening lifestyle and malignant diseases at affordable fees in all wards. 2. Establish a prevention and mitigation program against lifestyle and malignant diseases, including awareness campaigns and sensitization forums in all wards.","",Taskforce Report on Mombasa County Healthcare System,""
2023-02-07,First-Sitting-Second-Session-2023,0,No,"",No,"","","","","",""
2023-02-08,4th-Sitting-of-2023,0,Yes,"Hon. Noor, Hon. Mbelle, Hon. Nyache, Hon. Ojala, Hon. Baimu, Hon. Juma Mwalimu, Hon. Pamela, Hon. Maryam",No,"","Access to healthcare facilities in some Wards, Lack of awareness and sensitization on diseases like cancer, lifestyle diseases, and hypertension","Increase screening and sensitization in communities, Provide medicines in local clinics, Establish hospitals in Wards without healthcare facilities","","Personal experiences, Mention of the Governor of Kisumu surviving cancer, Challenges faced by the community in accessing healthcare",""
2023-02-14,5th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-14,6th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-14,6th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-02-15,7th-Sitting-of-2023,0,Yes,"Hon. Bernard Ogutu, Hon. Allen Katana, Hon. Mohamed Hamid, Hon. Mwamwiri, Hon. Hassan Mohamed, Hon. Samuel Mwaura",No,"","","","","",Review of the taskforce report on Mombasa Healthcare System
2023-02-15,7th-Sitting-of-2023,1,Yes,"Dr. Shem Patta, Ms. Pauline Adhiambo Oginga, Mr. Abdalla Daleno",No,"",N/A,Establish a massive training and up-skilling of technical skills programme for unemployed youths and women,N/A,N/A,N/A
