transcript_date,health_discussed,health_discussed_people_names,health_data_information_systems_discussed,health_data_information_systems_summary,health_data_challenges,health_service_delivery_improvement_recommendations,health_sector_decisions,health_evidence_base,health_evidence_requested,filename
"February 15, 2023",Yes,"Amriya Juma, Ogutu, Mwinyi Mtoto, Madialo, Juma Manuari",Yes,Discussions were held regarding the Taskforce Report on Mombasa County Healthcare System and recommendations to address various healthcare challenges.,Challenges identified include the lack of health facilities in certain wards and the need for improvements in healthcare infrastructure and services.,"Recommendations included prioritizing the establishment of dispensaries in wards without facilities, installing mobile containers as stop-gap measures, amending health acts for sustainable financing, formulating Health Waiver Regulations, and operationalizing Health Management and Hospital Management Boards.","Decisions included ratifying and adopting the findings and recommendations of the Taskforce Report on healthcare delivery, disease burden strategies, and infrastructure recommendations.",The evidence was based on the Taskforce Report on Mombasa County Healthcare System and observations made during the discussions.,,8th-Sitting-of-2023_1
"June 29, 2016",No,,No,,,,,,,66th-sitting-of-2016_0
"February 23, 2017",Yes,"Hon Murfad Amur, Hon (Ms) Fatma Swaleh, Hon Mary Akinyi, Chief Whip (Hon. Ebrahim Omar), Hon Kibwana Swaleh, Hon Thoya, Hon Fadhili Mwalimu, Hon (Ms) Zainab Kithinzi",No,,The challenges around health data were not discussed in the transcript.,There were recommendations regarding the lack of proper lighting in Kongowea Market to improve health service delivery.,No specific decisions were made regarding financing the health sector in the transcript.,No specific evidence was mentioned in the transcript.,,24th-sitting-of-2017_0
"November 3 , 2021",Yes,Honourable Hamisi Musa Mwidani,No,,,Provide comprehensive medical insurance cover for County Executive Management and employees,"Authorization of Ksh.170,239,210 loan for comprehensive medical insurance cover for the County Executive","Constitution of Kenya, 2010, Public Finance Management Act, 2012",,116th-Sitting-of-2021_0
"November 12, 2019",Yes,"Kibwana Swaleh Baya, Ali Shomari, Amur Murfad",No,,No challenges identified,Pushing the Executive for response,,,Response from Department of Health Service,105th-Sitting-of-2019_0
"February 24,  2016",No,,No,,,,,,,22nd-sitting-of-2016_0
"June 8, 2017",No,,No,,,,,,,69th-sitting-of-2017_0
"December 19, 2017",No,,No,,,,,,,30th-Sitting-of-2017_2
"March 31, 2016",No,,No,,,,,,,44th-sitting-of-2016_1
"October 27, 2021",Yes,"Faith Mwende, Kitula, Musa Mwidani, Salim Kalume, Kibwana Swaleh, Murfad Amur",No,,,,,Letters and responses mentioned during the discussions,Funds request from Department of Health to Department of Finance,115th-Sitting-of-2021_0
"June 22, 2016",Yes,"Hon. Mohamed Ndanda, Hon. Serah Nyamvula",No,,"Insecurity, deaths related to insecurity, sale of local brew leading to insecurity","Improvement of security measures, involvement of security committee, addressing specific security concerns in villages",,Personal experiences and observations,N/A,61st-sitting-of-2016_0
"June 26, 2018",Yes,"Hon. Mohamed Hatimy, Hon. Fahad Kassim, Hon. Murfad Amur, Hon. (Ms.) Maimuna Salim, Leader of Majority (Hon. Mwidani), Chief Whip (Hon. Kitula), Hon. Athman Mwamwiri, Hon. Ahmed Salama, Hon. Ibrahim Omondi",No,,The timing and preparedness for discussing health-related issues were questioned. Some members expressed concerns about the lack of prior documentation and adequate time for review.,The importance of passing the document related to health service provision was emphasized. Members highlighted the need for proper care and support for the people of Mombasa.,Decisions were made regarding passing the document related to health service provision.,The evidence used to inform decisions or recommendations was not mentioned.,,46th-Sitting-of-2018_0
"October 24, 2018",No,,No,,,,,,,88th-Sitting-of-2018_0
"October 4, 2017",Yes,"Hon. Kibwana Swaleh, Hon. (Ms.) Mbura, Hon. Mwaka Bakari, Hon. (Ms.) Ngare",No,,"Lack of infrastructure and traffic congestion, challenges in healthcare services for women in Mwakirunge, lack of water access in Timbwani","Improving healthcare infrastructure, addressing traffic congestion issues, providing water access in Timbwani, establishing early childhood education centers, training and motivating educators in ECDE, improving security for children in schools",No specific decisions mentioned,Anecdotal evidence based on challenges faced in the discussed areas,,7th-Sitting-of-2017_1
"July 27, 2016",No,,No,,,,,,,78th-sitting-of-2016_1
"October 5, 2016",No,,No,,,,,,,115th-sitting-of-2016_1
"April 5 , 202 3",Yes,"Honourable Mose,Honourable Manuari,Honourable Prischillah",No,,,,,,,29th-Sitting-of-2023_0
"October 13, 2016",No,,No,,,,,,,121st-sitting-of-2016_0
"March 13, 2019",No,,No,,,,,,,15th-Sitting-of-2019_1
"December 6, 2017",No,,No,,,,,,,28th-Sitting-of-2017_2
"Thursday, 11th July, 2019",No,,No,,,,,,,58th-Sitting-of-2019_0
"November 16, 2016",No,,No,,,,,,,138th-sitting-of-2016_0
"November  2, 201 6",No,,No,,,,,,,130th-sitting-of-2016_0
"July 25, 2023",No,,No,,,,,,,46th-Sitting-of-2023_0
"March 16, 2016",No,,No,,,,,,,35th-sitting-of-2016_0
"April 11, 2019",No,,Yes,Discussions were held regarding education bursaries and road maintenance projects in different wards.,Budget cuts affecting project implementation,No recommendations were discussed,Decisions were made to begin road maintenance projects in different wards in two weeks time.,Data on project implementation progress and budget cuts,No health information was requested,32nd-Sitting-of-2019_0
"August 26 , 2020",No,,No,,,,,,,35th-Sitting-of-2020_1
"December 3, 2019",No,,No,,,,,,,116th-Sitting-of-2019_1
"March 21 , 2017",No,,No,,,,,,,37th-sitting-of-2017_0
"June 23, 2016",No,,No,,,,,,,63rd-sitting-of-2016_0
"October 3, 2018",No,,No,,,,,,,77th-Sitting-of-2018_0
"March 19, 2019",No,,No,,,,,,,17th-Sitting-of-2019_1
"Monday, 24th October, 2022",No,,No,,,,,,,Official-inauguration-of-County-Assembly-of-Mombasa_0
"November 14, 2018",No,,No,,,,,,,93rd-Sitting-of-2018_0
"July 31, 2019",Yes,Hon. Murfad Amur,No,,"Lack of compensation for traders, unfair demolition of temporary sheds",Summoning of County Secretary and Director of the Inspectorate for urgency in resolving issues,Committee on Labour and Social Welfare to report back on complaints against Mombasa County Askaris within 60 days,Petition from stakeholders regarding complaints against Mombasa County Askaris for demolition of temporary sheds,,70th-Sitting-of-2019_0
"November 29, 2022",Yes,"Juma Manuari, Maimuna Mwawa si, Hamisi Salim, Patrick, Fatuma Swaleh, Juma Mwalimu, Mwaura, Makanga, Mwamwiri",No,,,,,,,18th-Sitting-of-2022_0
"June 7, 2017",No,,No,,,The County government of Mombasa should expedite the process of disbursing funds allocated for bursaries to respective schools and colleges/universities.,,,None,68th-Sitting-of-2017_0
"December 3, 2019",No,,Yes,Discussions were held regarding the construction of shop outlets in VOK area in Mombasa.,The legality of a structure standing on Plot No. IMN/11175 was questioned due to lack of immediate approval evidence.,Recommendations were made based on the inspection findings to address any legal issues related to the construction of shop outlets.,,"The Committee received a letter contesting the suitability of a County Secretary nominee, but no evidence was provided to support the claims.",,116th-Sitting-of-2019_0
"July 3, 2020",No,,No,,,,,,,28th-Sitting-of-2020_1
"February 2,  2016",Yes,"Kibwana Swaleh, Mwidani, Fundi, Riziki",No,,,,,,,9th-sitting-of-2016_0
"November 10, 2016",No,,No,,,,,,,136th-Sitting-of-2016_0
"November 22, 2018",Yes,"Hon. (Ms.) Mwende, Hon. Murfad Amur, Hon. Fatma Kushe, Hon. Ibrahim Omondi, Hon. Mohamed Hatimy, Hon. Mwaka Zahoro, Hon. Murfad Abdallah Amur, Hon. Renson Thoya, Hon. Athman Mwamwiri",No,,"The Committee on Labour and Social Welfare expressed concerns about confusion on the mandate and oversight responsibilities of the committee, particularly in relation to employment issues within the County government.",No specific recommendations were discussed.,No decisions were made regarding financing the health sector.,No specific evidence was mentioned.,,98th-Sitting-of-2018_0
"September 12, 2023",Yes,"Hon. Solomon Ngugi, Hon. Hamida Noor, Hon. Juma Kambi, Hon. Maimuna Salim, Hon. Maryam Baimu, Hon. Hamisi Mbaya, Hon. Seif Manuari",No,,"Access to healthcare for people with disabilities, lack of medical equipment suitable for people with disabilities, lack of sign language interpreters in hospitals, inadequate infrastructure like wheelchair access ramps and suitable toilets for people with disabilities","1. Comprehensive training programs for healthcare workers to handle the unique needs of People with Disabilities (PWDs), including proper communication, treatment strategies, and disability-inclusive services. 2. Allocation of budget for the purchase of essential medicine and equipment tailored to the specific needs of PWDs in public hospitals. 3. Regular campaigns to educate PWDs about common diseases and proper health measures. 4. Full exemption of medical fees for PWDs who are unable to afford healthcare costs in public hospitals. 5. Ensuring that all healthcare facilities within Mombasa County are disability-friendly, including necessary infrastructure modifications like ramps, wide doors, sensory-friendly spaces, and other required facilities.",,Concerns and challenges identified in providing healthcare services to People with Disabilities (PWDs) within the county assembly discussions,,61st-Sitting-of-2023_1
"March 1, 2018",No,,No,,,,,,,6th-Sitting-of-2018-1st-March18_1
"March 22, 2022",Yes,Dr. Ezekiel,No,,N/A,N/A,N/A,N/A,N/A,26th-Sitting-of-2022_0
"February 7 , 201 7",Yes,"Hon. Mwabashiri, Hon. Jimmy, Hon. Zainab Dharwesh, Hon. Abdallah Kasangamba, Hon. Lucy Chizi Chireri, Hon. Fadhili, Hon. Mwalimu, Hon. Wangudi",No,,Lack of enforcement of laws related to cleanliness and waste management,,,Observations and experiences shared by the Members during the discussions,No specific health evidence requested,13th-sitting-of-2017_0
"May 3 , 2017",No,,No,,,,,,,48th-sitting-of-2017_0
"July 13, 2022",No,,No,,,,,,,69th-Sitting-of-2021_0
"September 26, 2023",Yes,"Hon. Katana, Hon. Kai",No,,,"Establishment of orphanages and rescue centers, Implementation of welfare social protection scheme, Counseling, basic education and vocational training for vulnerable children",,,,68th-Sitting-of-2023_0
"October 26, 2021",No,,No,,,,,,,113th-Sitting-of-2021_0
"October 15, 2019",No,,No,,,,,,,92nd-Sitting-of-2019_0
"July 28, 2016",Yes,"Zainab S. Kithinji, Maimuna Salim, Fadhili Makarani, Mohamed Ndanda, Mary Akinyi, Saad Faraj, Sarah Nyamvula, Paul Onje",No,,"The challenge of insecurity in Mombasa County was discussed, focusing on the need for CCTV implementation to enhance security measures.",,,,,80th-sitting-of-2016_0
"April 18, 2018",No,,No,,,,,,,26th-Sitting-of-2018_0
"November 14, 2018",No,,No,,,,,,,92nd-Sitting-of-2018_0
"April 5 , 2016",No,,No,,,,,,,45th-sitting-of-2016_0
"December 15 , 2016",No,,No,,,,,,,I56th-sitting-of-2016-1_0
"February 10, 2016",No,,No,,,,,,,14th-sitting-of-2016_1
"July 26, 2023",No,,No,,,,,,,49th-Sitting-of-2023_0
"Wednesday, 24th August 2016",Yes,Kibwana Swaleh,No,,,,,,,90th-sitting-of-2016_0
"July 13, 2022",No,,No,,,,,,,69th-Sitting-of-2021_1
"March 22, 2017",No,,Yes,"The Motion discussed the inclusion of ICT Hubs in village polytechnics to enhance learning and accessibility for students and the wider public, especially women and youth.",No specific challenges identified in the discussion.,Equip all village polytechnics with ICT Hubs to improve access to digital education for all citizens.,No specific decisions made regarding financing the health sector.,"The evidence used to inform the discussion was the need to embrace technology and enhance digital education for all citizens, especially in rural areas.",No specific health information was requested in the transcript.,38th-sitting-of-2017_0
"February 26, 2020",Yes,"Hon. Hamida Noor, Hon. Nzai, Hon. Milka, Hon. Feddis Mbura, Hon. Kibwana Baya, Hon. Kibwana Swaleh",No,,,Fast track implementation of Motion on Autism Spectrum Disorder (ASD) recognition in Mombasa County,,"Motion passed during the 109th sitting on Wednesday, 20th November, 2019","Statement on the status of implementation of Motion on Autism Spectrum Disorder (ASD) in Mombasa County, operationalization/official opening of Marimani Health Centre in Mwakirunge Ward",8th-Sitting-of-2020-1_0
"June 15, 2016",No,,No,,,,,,,57th-sitting-of-2016_0
"November 5, 2019",No,,No,,,,,,,100th-Sitting-of-2019_0
"February 7, 2023",Yes,"Rukia Tela, Mwanasiti Salim, Sumeiyah Nassir Muhammad, Zainab Mohammed, Mariam Moroni, Mwanaisha Moroni, Brenda Joshua, Esha Shungu, Mishi Ali, Zubeda Ramadhan, Fatma Abdalla, Swamrath Bocha, Mariam Nyawa, Victor Ogambi, Emmanuel Mwinga, Muhammed Mwamdime, Maryam Baimu, Fatuma Swaleh, Mwamwiri",Yes,Taskforce Report on Mombasa County Healthcare System,"Lack of proper preventive strategies for lifestyle diseases such as cancer, diabetes, and hypertension","1. Establish a regular annual program for screening lifestyle and malignant diseases at affordable fees in all wards. 2. Establish a prevention and mitigation program against lifestyle and malignant diseases, including awareness campaigns and sensitization forums in all wards.",,Taskforce Report on Mombasa County Healthcare System,,2nd-Sitting-of-2023_0
"October 25, 2018",No,,No,,,,,,,89th-Sitting-of-2018_2
"July 3, 2020",No,,No,,,,,,,28th-Sitting-of-2020_0
"June 25, 2019",Yes,"Hon. Hamida Noor, Hon. Mohamed Hatimy",No,,,Reduce publication period of specified Bill,"Resolution to reduce publication period of the Mombasa County Supplementary Appropriations Bill, 2019",Reports and public participation,N/A,47th-Sitting-of-2019_0
"August 2, 2016",No,,No,,,,,,,81st-sitting-of-2016_0
"September 20, 2023",No,,No,,,,,,,66th-Sitting-of-2023_0
"October 16 , 2018",No,,No,,,,,,,82nd-Sitting-of-2018_0
"September 26, 2017",No,,No,,,,,,,2nd-Sitting-of-2017_0
"September 28, 2016",Yes,"Hon Kibwana Swaleh, Hon. Mary Akinyi, Hon. Patrick Siminyu, Hon Amir Thoya, Hon. Karume, Hon. Mohamed Hatimy",No,,"Lack of a substantive Chief Executive Officer, Lack of detailed report on the number of people employed including those living with disabilities, Lack of gender balance in the Ad hoc Committee","Confirm the Acting Chief Executive Officer, Employ more staff in the medical sector, Include persons living with disabilities in recruitment",Confirmation of the Acting Chief Executive Officer,N/A,N/A,111th-sitting-of-2016_0
"April 9 , 2019",No,,No,,,,,,,29th-Sitting-of-2019_0
"February 12 , 201 9",No,,No,,,,,,,1st-Sitting-of-2019_0
"October 11 , 2023",No,,No,,,,,,,77th-Sitting-of-2023_0
"October 16, 2019",No,,No,,,,,,,94th-Sitting-of-2019_1
"December 20, 2016",No,,No,,,,,,,157th-sitting-of-2016_0
"April 6, 2016",No,,No,,,,,,,46th-sitting-of-2016_0
"October 26, 2016",No,,No,,,,,,,126th-sitting-of-2016_0
"September 21, 2016",No,,No,,,,,,,106th-sitting-of-2016_0
"March 12, 2019",Yes,"Hon. Kibwana Swaleh, Hon. Bwire",No,,Lack of medical drugs in Junda Dispensary,Site visit to Junda Hospital for comprehensive report on the supply of drugs,"Impeachment of CEC Transport, Infrastructure, and Public Works, Mr. Tawfiq Balala",Reports and requests for information on the supply of medical drugs,Information on the supply of medical drugs at Junda Dispensary from Hon. Priscilla Mumba,13th-Sitting-of-2019_0
"March 14, 2023",No,,No,,,,,,,21st-Sitting-of-2023_1
"November 29, 2018",Yes,"Chairperson Committee on Health, Hon. Murfad Amur, Hon. Faith Mwende, Hon. Renson Thoya, Hon. Athman Shebe, Hon. (Mrs.) Mumba, Hon. Mohamed Hatimy, Hon. Athman Mwamwiri, Hon. Samba, Hon. Salim Kalume",No,,N/A,N/A,N/A,N/A,N/A,102th-Sitting-of-2018_0
"January 19, 2016",No,,No,,,,,,,1st-sitting-of-2016_0
"December 7 , 202 2",No,,No,,,,,,,24th-Sitting-of-2022_1
"February 8, 2023",Yes,"Hon. Noor, Hon. Mbelle, Hon. Nyache, Hon. Ojala, Hon. Baimu, Hon. Juma Mwalimu, Hon. Pamela, Hon. Maryam",No,,"Access to healthcare facilities in some Wards, Lack of awareness and sensitization on diseases like cancer, lifestyle diseases, and hypertension","Increase screening and sensitization in communities, Provide medicines in local clinics, Establish hospitals in Wards without healthcare facilities",,"Personal experiences, Mention of the Governor of Kisumu surviving cancer, Challenges faced by the community in accessing healthcare",,4th-Sitting-of-2023_0
"February 22, 2017",Yes,"Hon Jimmy Odari,Hon Meti,Hon Amur,Hon Ibrahim Kondo,Hon Fadhili,Hon Mwalimu,Hon Wangudi,Hon Siminyu Muriuki",No,,"Dust affecting residents' health, closure of businesses, water supply interference, sewage system issues, street light disruptions, loss of employment","Proper mitigation measures for health risks, safeguarding health, safety, and well-being of residents",Resolve for County government to come up with mitigation measures,"Negative effects on health and well-being of residents, disruption of services like water supply and sewage system",,23rd-sitting-of-2017_0
"July 20, 2016",No,,No,,,,,,,74th-sitting-of-2016_1
"March 14, 2018",No,,No,,,,,,,12th-Sitting-of-2018_0
"February 15, 2018",No,,No,,,,,,,4th-Sitting-of-2018_0
"March 8 , 2017",No,,No,,,,,,,30th-sitting-of-2017_0
"November 14, 2018",Yes,"Hon. Mohamed Hatimy, Hon. Milka Moraa, Hon. Thoya, Hon. Murfad Amur, Hon. Athman Mwamwiri, Hon. (Ms.) Mbura, Hon. (Ms.) Ngare, Hon. Mwidani, Hon. Ogutu, Hon. Renson Thoya, Hon. Nyiro",No,,"Lack of specific dedicated body to address gender-based violence complexities, lack of safe houses or shelters, lack of specific budget or basic health care services for victims","1. County government to provide adequate resources and enhance partnership for comprehensive response to gender-based violence incidents. 2. Establishment of a technical gender working group to address gender-based violence issues and conduct home visiting programs. 3. Gender violence responsive unit at Coast Provincial General Hospital to be open 24/7. 4. Health department to have trained nurses available for early forensic exams, evidence collection, psychological support treatment, and STI referrals. 5. Collaboration with other health facilities for greater achievement in addressing gender-based violence.",None,None,,92nd-Sitting-of-2018_2
"March 4, 2020",Yes,"Chairperson Committee on Health Services Hon. Kibwana Swaleh, Hon. Ngare",No,,,,,,,12th-Sitting-of-2020_0
"March 29, 2023",No,,Yes,The County government of Mombasa is repurposing Marimani health facility to function as a drug and substance abuse center in partnership with stakeholders under a private partnership program.,Low uptake of services at the Marimani Outreach health facility.,Repurposing Marimani Outreach and Shika Adabu outreach to function as fully equipped modern male and female drug and substance rehabilitation centers in partnership with stakeholders under the private partnership program.,The Governor issued a directive to repurpose Marimani Outreach and Shika Adabu outreach to function as drug and substance abuse centers.,Recommendations from the County Chief Officer for the Department of Medical Services and findings from community dialogues and benchmark visits to other rehabilitation centers.,,25th-Sitting-of-2023_0
"November 2, 2016",No,,No,,,,,,,131st-sitting-of-2016_0
"November 24, 2021",No,,No,,,,,,,121st-Sitting-of-2021_0
"February 22, 2017",Yes,"Hon Odari, Hon Meti, Hon Amur",No,,"Negative effects of road construction on residents' health, mood, businesses, water supply, and sewage system","Mitigation measures to curb negative effects and safeguard health, safety, and well-being of residents",Resolution for the County government to work with the national government to come up with proper mitigation measures,"Residents' health concerns, negative effects observed",,23rd-sitting-of-2017_1
"July 19 , 2016",No,,No,,,,,,,73rd-sitting-of-2016_0
"June 15, 2016",Yes,"Hon. Mohamed Chiro Ndanda, Hon. Jimmy Odari, Hon. Patrick Muriuki Siminyu, Hon. (Mrs.) Nyamvula, Hon. Hudson Karume, Hon. Ibrahim Kondo, Hon. Riziki Fundi, Hon. Madundo",No,,"Challenges identified in revenue collection for trade licenses, impact on small business owners, non-payment of taxes leading to revenue loss for the county government","Consider implementing a system for easier payment of trade licenses, review and amend the Mombasa County Trade Licensing Act, address revenue collection challenges, empower small business owners, improve structures for revenue collection, address infrastructure issues such as the condition of the Bamburi bridge, address water drainage infrastructure issues, expedite committee work on addressing community concerns",N/A,N/A,,58th-sitting-of-2016_0
"October 4, 2017",No,,No,,,,,,,8th-Sitting-of-2017_1
"November 15 , 2016",Yes,Committee for Health,No,,,,,,,137th-sitting-of-2016_0
"September 23 , 2020",Yes,"Hon. Bwire, Hon. Kibwana Swaleh, Hon. Ngare, Hon. Tobias Samba",No,,"Citizens seeking opportunities in foreign countries, exploitation and abuse in foreign job recruitments, vulnerabilities of job seekers going abroad through illegal means","Enhancing sensitization on human trafficking and labor malpractices, vocational training for job seekers, legislation for safe return of job seekers, enhancements in policy and legal framework",,"Media reports of abuse and killings of employees abroad, efforts by the County government of Mombasa, partnership with national and international organizations, software system for tracking and offering services to workers abroad, formation of Task Force by Ministry of Labour",,44th-Sitting-of-2020_0
"Februa ry 21, 202 3",No,,No,,,,,,,9th-Sitting-of-2023_0
"November 30, 2022",No,,No,,,,,,,20th-Sitting-of-2022-Third-Assembly_0
"July 24, 2019",No,,Yes,Discussions about grants received in the financial year 2017/2018 for health system transformation and projects implementation were held during the County Assembly debates.,The challenges related to discrepancies in grant amounts and project implementation status were identified during the discussions.,No specific recommendations were discussed in relation to health service delivery.,No decisions or resolutions were made regarding the financing of the health sector.,Reports from the Controller of Budget and information from the Mombasa County Treasury were used to inform the discussions.,,66th-Sitting-of-2019_0
"October 2 , 2018",No,,No,,,,,,,76th-Sitting-of-2018_0
"September 11, 2019",No,,No,,,,,,,78th-Sitting-of-2019_0
"July 30, 2019",No,,No,,,,,,,68th-Sitting-of-2019_1
"February 28, 2019",Yes,"Hon. Mgeni Hassan Juma, Hon. Mwantatu Mbarak Khamis, Hon. Lulu Msham Abdulla, Hon. Khadija Omar Kibano, Hon. Mwanaidi Kassim Mussa, Ms. Nasra Awadh Salmin, Ms. Fatma Ali Mohamed",No,,N/A,N/A,N/A,N/A,,12th-Sitting-of-2019_0
"November 15, 2017",No,,No,,,,,,,20th-Sitting-of-2017_2
"October 18, 2023",Yes,"Bernard Ogutu, Frankline Makanga, Hassan Mohamed, Juma Mwalimu, Jacktone Madialo, Samuel Mwaura",No,,"Response time for statements, Committee availability","Granting more time for responses, Referral to Committee",,Statements brought forward during the Assembly,,81st-Sitting-of-2023_0
"October 12, 2017",No,,No,,,,,,,13th-Sitting-of-2017_0
"February 14, 2018",Yes,"Hon. Ahmed Khamis, Hon. Ramla Omar, Hon. Ibrahim Omondi, Hon. Fatma Kushe, Hon. Mohamed Hatimy, Hon. Ali Shariff, Hon. Mwamwiri, Hon. Ali Shariff, Hon. Renson Thoya, Hon. Amriya Juma, Hon. Raphael Bwire, Hon. Nyiro, Hon. Feddis Mbura, Hon. Milka, Hon. Ahmed Khamis",No,,N/A,Suspend enforcement measures against goat keepers in Majengo/Mwembe Tayari Ward until discussions are held and an amicable resolution is reached,Suspend enforcement measures against goat keepers in Majengo/Mwembe Tayari Ward until discussions are held and an amicable resolution is reached,Reports of enforcement measures against innocent and law-abiding goat keepers,,3rd-Sitting-of-2018_0
"March 14, 2019",No,,No,,,,,,,16th-Sitting-of-2019_2
"February 9, 2022",Yes,"Honourable Mwende, Hon. Omondi, Hon. Ibrahim, Hon. Thoya, Honourable Athumani Mwamwiri",No,,"Delayed response from the Department concerned, delayed remittance of finances from the national government, shortage of fuel supply, breakdown of machinery","Summon the concerned CECM to explain delays, provide consistent fuel supply, ensure timely maintenance of trucks and machinery",,Statement by Hon. Mwende on lack of response from the Department concerned,,4th-Sitting-of-2022_0
"October 8 , 2019",No,,No,,,,,,,87th-Sitting-of-2019_0
"March 21, 2018",No,,No,,,,,,,17th-Sitting-of-2018-21st-March-18_0
"March 1, 2017",No,,No,,,,,,,27th-sitting-of-2017_0
"November 15, 2023",Yes,"Hon. Athman Mwamwiri, Hon. Hassan, Chief Officer of Public Service Administration",No,,N/A,Establishment of waiting stand outside the maternity wing of Coast General Hospital,N/A,Chief Officer of Public Service Administration,N/A,93rd-Sitting-of-2023_0
"March 17, 2020",Yes,"Hon. Mwidani, Hon. Samba, Hon. Nzai, Hon. Fadhili Makarani, Hon. Milka Moraa, Hon. Ibrahim, Hon. Murfad Amur, Hon. Mwaega Nyiro",No,,"Lack of awareness in villages, language barrier, payment of hospital bills, decongesting hospitals, burial preparations","Extend financial assistance to patients unable to pay bills, decongest hospitals by assisting recovered patients to quarantine at home, provide directives for immediate burials at home to reduce gatherings","Adjournment of the County Assembly due to COVID-19, prayer for God's help to overcome the pandemic","COVID-19 pandemic, global COVID-19 statistics, challenges faced by other countries, need for awareness in villages, hospital situations, and burial practices",,17th-Sitting-of-2020-1_1
"March 29, 2023",No,,No,,,,,,,24th-Sitting-of-2023_0
"October 13, 2020",No,,No,,,,,,,54th-Sitting-of-2020_0
"March 16, 2016",No,,No,,,,,,,34th-sitting-of-2016_0
"June 28, 2016",No,,No,,,,,,,64th-sitting-of-2016_0
"August 17, 2021",No,,No,,,,,,,83rd-Sitting-of-2021_0
"March 28, 2023",No,,No,,,,,,,23th-Sitting-of-2023_0
"January 20, 2016",No,,No,,,,,,,2nd-sitting-of-2016_1
"June 7, 2023",No,,No,,,,,,,41st-Sitting-of-2023_1
"November 15, 2017",No,,No,,,,,,,20th-Sitting-of-2017_0
"February 8, 2017",No,,No,,,,,,,15th-sitting-of-2017_0
"October 11, 2018",No,,No,,,,,,,81st-Sitting-of-2018_0
"August 25 , 2020",No,,No,,,,,,,34th-Sitting-of-2020_0
"March 15, 2017",No,,No,,,,,,,34th-sitting-of-2017_0
"September 26, 2018",No,,Yes,"Discussed the nomination of Mr. Anwar Mohamed as the Chief Officer, Department of Information Technology (ICT)",,,,County Government Act Sec. 45 (1),None,73rd-Sitting-of-2018_0
"July 25, 2023",No,,No,,,,,,,46th-Sitting-of-2023_1
"April 4, 2023",No,,Yes,"The transcript discussed the establishment and maintenance of an online database for tourism and other sectors to improve planning, service delivery, marketing promotion, and revenue mobilization in the County.","The lack of databases for sector activities and statistics, particularly in the tourism sector, was identified as a challenge impacting proper planning and service delivery.",The recommendation was to establish and maintain online County databases for tourism and other sectors for internal use and by other stakeholders.,,"The need for data maintenance and establishment of online databases to improve decision-making, service delivery, and transparency in the County was discussed.",,27th-Sitting-of-2023_0
"May 24, 2017",No,,No,,,,,,,60th-sitting-of-2017_0
"February 15, 2023",Yes,"Dr. Shem Patta, Ms. Pauline Adhiambo Oginga, Mr. Abdalla Daleno",No,,N/A,Establish a massive training and up-skilling of technical skills programme for unemployed youths and women,N/A,N/A,N/A,7th-Sitting-of-2023_1
"Febru ary 27, 2019",No,,No,,,,,,,11th-Sitting-of-2019_0
"December 7, 2017",No,,No,,,,,,,29th-Sitting-of-2017_0
"November 15, 2017",No,,Yes,Discussions were held on enforcing the 30 percent rule on employment within the county to ensure the employment of local residents of Mombasa in businesses.,"Challenges identified include industries and businesses in the county not necessarily employing local residents, especially the youth, leading to continued poverty.",,,,No specific health information was requested.,20th-Sitting-of-2017_1
"May 3, 2018",No,,No,,,,,,,30th-Sitting-of-2018_0
"March 28, 2019",Yes,"Hon. Kibwana Swaleh, Hon. Maimuna Salim, Hon. Amriya Boy, Hon. Ibrahim Omondi, Hon. Hamisi Musa Mwidani, Hon. Prischillah Mumba, Hon. Renson Thoya, Hon. Kitula",No,,"Stock out of essential medicines, technicalities in processing payment for medical supplies","Strengthening procurement processes, arranging meetings with suppliers, employing youths to unclog drains",N/A,"Official letters, reports, verbal statements",,24th-Sitting-of-2019_0
"February 15, 2022",No,,No,,,,,,,5th-Sitting-of-2022_0
"January 21, 2016",No,,No,,,,,,,4th-sitting-of-2016_1
"September 10 , 2019",No,,No,,,,,,,75th-Sitting-of-2019_0
"November 7, 2023",Yes,"Hassan Mohamed, Mwinyi Mtoto, Samuel Mwaura, Bernard Ogutu, Hamida Noor",No,,,,,,,87th-Sitting-of-2023_0
"March 14, 2019",No,,No,,,,,,,16th-Sitting-of-2019_3
"June 30, 2020",No,,No,,,,,,,24th-Sitting-of-2020_0
"November 27, 2018",No,,No,,,,,,,99th-Sitting-of-2018_0
"May 2, 2019",No,,No,,,,,,,38th-Sitting-of-2019_0
"July 12, 2016",No,,No,,,,,,,69th-sitting-of-2016_0
"March 8 , 202 3",No,,No,,,,,,,19th-Sitting-of-2023_0
"Thursday, 4th October, 2018",No,,No,,,,,,,79th-Sitting-of-2018_1
"October 3 , 2018",No,,No,,,,,,,78th-Sitting-of-2018_0
"March 1, 2023",Yes,"Allen Katana, Jacktone Madialo, Benard Ogutu, Milka, Ngare, Bakari",No,,"Congestion, delay in service delivery, overworked staff","Strategic needs assessment survey of health facilities, upgrade Port Reitz Level 4 Hospital, source funds for construction and renovation of health facilities","Resolution to conduct needs assessment survey, upgrade Port Reitz Hospital, source funds for construction and renovation","Observations of congestion, delay in service delivery, and overworked staff at Coast General Teaching & Referral Hospital",,15th-Sitting-of-2023_1
"October 18 , 2017",Yes,"Mrs. Hazel Koitaba, Ms. Fatma Awale",No,,,,,,,16th-Sitting-of-2017_0
